,0
0,9.854965209960938
1,7.375826835632324
2,13.037505865097046
3,9.803768634796143
4,11.205076456069946
5,9.079651594161987
6,10.95769715309143
7,8.028551816940308
8,11.36958622932434
9,10.596688985824585
