,dt_max_depth,dt_min_samples_leaf,y
0,41,19,0.25484786992151764
1,2,5,0.22226471330910003
2,2,10,0.22226471330910003
3,3,5,0.22393309725368682
4,6,15,0.24419436275139195
5,1,12,0.3162362059012066
6,1,12,0.3162362059012066
7,6,4,0.2391179712272432
8,2,5,0.22226471330910003
9,5,3,0.23812671430582266
10,1,13,0.3162362059012066
11,4,6,0.21932605490438883
12,2,1,0.22226471330910003
13,39,13,0.28407478992026225
