,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,18,57,0.2567151136969096,0.44969101716277227,0.07567443528232798,85.57167864085235,3.4479232715373875,0.007936172851658365,0.20913006573697845,0.5
1,25,218,0.7450643203024785,0.3394471896065399,0.22268298827647393,116.68750912583215,1.1836649842764047,0.01487638614239899,0.7234964281363909,0.24521934257679412
2,35,311,0.9431122660320058,0.22937360816283092,0.0011325687434902206,20.404682502495415,83.90822328026819,48.121302805662985,0.2549443023350071,0.25179783810818634
3,21,68,0.40545592788709134,0.1067991478733945,0.024005082102351225,1.0209835410879011,0.0028588639788034546,0.0034512109011988886,0.6141086217811693,0.1868245566700525
4,4,468,0.5002894305619634,0.5786135361028028,0.8644742723506652,2.081274122705991,0.0014766870467101021,0.0017490804838419943,0.14797812585426318,0.3813531213799852
5,20,69,0.7822632843318099,0.2603143316626113,0.08518540592155392,9.498736577783104,0.3316666695883377,325.5328562790855,0.5007853280081688,0.20775022564164014
6,2,61,0.3816209586606111,0.8007853543909015,0.00750538754758344,46.15348041741899,0.43506649073236825,46.451422510420166,0.7569455113197808,0.26616972156677576
7,1,249,0.7834662503323965,0.5676259540680022,0.16417132997894238,7.618312867719069,0.047298909327788706,2.933429780145138,0.7870844706421801,0.19217205400943072
8,1,424,0.6765287087006271,0.5665278178596587,0.009655247661912565,8.996172032636629,3.11489276054121,560.1081077647398,0.11114820061349062,0.24346754225847067
9,13,177,0.19187919990858376,0.16311896448622593,0.010681786610271873,1.6740849726441038,0.009320369653948207,426.2951815876595,0.6268109789899567,0.250405933531061
10,10,398,0.546938528978598,0.3549572906331908,0.005091975300707183,35.22331701326611,652.5015890824336,36.20984171220986,0.19916966820287374,0.5
11,18,400,0.5510157832153314,0.8378608232238752,0.10939224830625877,91.00980717641336,0.19447667740378827,180.9033831916609,0.4908292401686134,0.24281695606574183
12,1,109,0.06133721040227757,0.30437977769331864,0.0013717637550650606,7.147843676421732,33.51584790665338,0.6388123081528257,0.46549880529946375,0.24455413515054503
13,1,50,0.8432309554207019,0.17088438974849274,0.13284037976463492,9.725687952734555,0.010798914183060395,0.03749940382450683,0.6354103867712995,0.2008022255779185
14,2,394,0.2464251722144735,0.3805064839528087,0.5190655332736636,47.66093670940997,20.890071360169284,1.841729365828698,0.7533135049877066,0.21107053851315238
15,4,107,0.8115632065009425,0.741157072041576,0.07297676333272658,1.5445980823122087,0.4443163664573588,1.1993759827311155,0.2618312048434997,0.18568498614051498
16,19,162,0.8088222670273326,0.4290810214266242,0.15538730678362173,1.546699031128117,15.160363330584776,0.2729342060221798,0.45303492678654544,0.1970858376226644
17,43,155,0.05888876397878182,0.6333364785540073,0.012399678562951414,2.108685978553107,0.05827285965829678,0.13458425300624877,0.2532991951702339,0.1891985670804779
18,5,499,0.8535172549839358,0.5770551949609781,0.012213808096621157,30.86297141741908,0.001789911896146127,0.0032255113038793066,0.17292770099230853,0.22329440688109514
19,15,83,0.9152491412798126,0.3883344187944512,0.028596124624483712,3.259301442100877,0.025340447227948534,855.9094813136971,0.4004271456392209,0.29928805039678696
20,21,496,0.3661134726716367,0.6243111868355062,0.1800537050180272,34.214253795658095,6.24585859807379,0.5080569594725477,0.8827113998942581,0.20342247723611107
