,rbf_C,rbf_gamma,y
0,3.4804122912872386,0.6775237472635689,0.25490816783505754
1,6.571587890996478,12.370038350564194,0.19875583987432532
2,133.8669321955193,0.9719396633030692,0.2750978667116524
3,2.3881699112861527,31.30926359222033,0.17873706632342512
4,0.0022206962561601173,15.267344403059742,0.18536135444663826
5,8.119739069635706,0.005381241053615153,0.3197060152756299
6,15.562858550632473,4.245359497254873,0.22998300822153483
7,30.813523497220142,1.9947941625215877,0.26240086717482414
8,0.009241101555360277,0.015963302514750043,0.28482093201885783
9,0.035252215141451805,0.0031108436333783115,0.34224722281267894
10,480.5747283190835,6.562386928661944,0.22386754615786253
11,14.65923394760128,23.236289336757185,0.17808415892256968
12,0.2928302681303589,0.370037285323684,0.2727554496973691
13,0.0024410398229210103,23.6429148473375,0.18760404273020193
14,0.45904442279192803,0.023160955802445978,0.3344537769295808
15,0.00670106240172367,0.036830351548724535,0.31364057658453226
16,153.72836721627237,278.21740738414985,0.18410060258681837
17,0.12835988928732592,0.004158634327948293,0.3537226932600437
18,47.905984398940994,4.454053610133378,0.23307163569265565
19,0.1887766079706713,7.070577398233701,0.19797652322373183
20,208.44877951225058,0.05572642904919746,0.30689554402936525
21,477.7760038345869,0.004089838846479276,0.3135846238774982
