,0
0,16.83102297782898
1,4.849056005477905
2,38.133103132247925
3,5.373651027679443
4,36.107492208480835
5,4.791307687759399
6,4.584732532501221
7,5.358647584915161
8,4.10901141166687
9,4.679508209228516
10,3.4717025756835938
11,3.3639371395111084
12,4.8160929679870605
13,55.94046711921692
14,4.710371494293213
15,4.510936737060547
16,3.5574867725372314
17,53.56585073471069
18,2.4429473876953125
19,4.15588641166687
20,4.732366323471069
21,13.688372135162354
22,3.745015859603882
23,7.034156084060669
24,4.43015193939209
25,3.1017894744873047
26,0.8430230617523193
27,4.68851375579834
28,4.781192064285278
29,3.7620794773101807
30,3.682173490524292
31,3.277235507965088
32,33.50646424293518
33,3.1356117725372314
34,4.8480143547058105
35,5.273884057998657
36,3.3340635299682617
37,5.3288187980651855
38,0.31504034996032715
39,11.684947490692139
40,3.6562228202819824
41,7.071069002151489
42,35.67262625694275
43,29.955870151519775
44,4.34041428565979
45,2.390024423599243
46,6.1974263191223145
47,3.191554307937622
48,2.2469594478607178
49,3.3650009632110596
50,4.6246325969696045
51,3.8148200511932373
52,4.197752237319946
53,3.98636794090271
54,3.5584616661071777
55,4.779305696487427
56,2.140254020690918
57,2.332638740539551
58,4.688461780548096
59,3.2074437141418457
60,4.918846845626831
61,3.3121426105499268
62,0.5314159393310547
63,3.4537572860717773
64,5.2876136302948
65,4.309480428695679
66,19.683379888534546
67,3.1515722274780273
68,1.1688530445098877
69,3.2523036003112793
70,4.313466310501099
71,38.13011693954468
72,48.30988931655884
73,3.4537620544433594
74,28.682286977767944
75,5.2299816608428955
76,2.6237428188323975
77,7.177804470062256
78,2.355971336364746
79,4.019222021102905
80,3.925502061843872
81,5.007421016693115
82,7.867959260940552
83,2.163214921951294
84,4.1449408531188965
85,4.86997652053833
86,6.749915599822998
87,2.3766446113586426
88,1.8422918319702148
89,4.78419828414917
90,4.116986036300659
91,6.593346118927002
92,6.198423624038696
93,5.630941867828369
94,3.759967088699341
95,2.8927927017211914
96,5.258935928344727
97,3.4527881145477295
98,4.276540517807007
99,1.8749868869781494
