,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,18,110,0.7703632645707718,0.5563751819432232,0.2385087290850387,3.854187060832775,0.006319622063601217,0.12590919160422934,0.6802000703546228,0.06251707777649929
1,17,195,0.25966744569102823,0.9616598562903598,0.0024139929415042277,5.470010973646531,0.0018188011535842695,211.54012513660896,0.3574535864207107,0.16406952441648726
2,1,164,0.19284706561827214,0.7711851380193505,0.01259022351543217,2.461450368004148,20.196590718994216,0.8185866293837121,0.47828072760175955,0.17684253275637918
3,5,479,0.6538414231057291,0.6236524549662547,0.0022535168282730145,34.94110393961176,2.5366061738902155,0.2977768370644982,0.2964327208077543,0.22396695030649327
4,6,122,0.5681234960514411,0.6607602079168751,0.6016322034127809,3.1236811774347877,12.246402148650246,0.3786369536852264,0.7108396570730352,0.1013578948600834
5,6,107,0.6516304993727,0.75368389821857,0.0052382302349806495,1.1108021161862944,24.11810525809439,375.0799199544933,0.9499057504352637,0.1466799089431735
6,12,72,0.4257320365492515,0.9577486046989571,0.0010746870085211926,2.21456230801487,0.0028797722151976063,1.3260413554600414,0.44036870069019773,0.189831070469215
7,49,203,0.3492165196478143,0.43644075251473846,0.025644373943184647,2.8444643461239463,6.352965687721922,0.04023437816274772,0.29770416949681244,0.133169198273821
8,46,446,0.5325348315183837,0.8631887795608664,0.9561713038339998,8.939613489443738,0.003674064382712117,1.2841379380587237,0.24408587088947972,0.09684354506802995
9,30,58,0.9435371094878201,0.9302216367935322,0.20389559982541217,2.3703769846807647,0.25819880585285976,85.35868201089677,0.9542706975909336,0.09364966406735387
10,14,456,0.7560382037166185,0.6077053592244378,0.03855478068254805,19.55147279404872,0.10466516100931743,51.35069779716973,0.5015710192587142,0.08769973330585046
11,5,472,0.9493776297342406,0.7111075461289776,0.15409379515543936,16.961886252003698,0.011219506902728243,0.0011372864850086007,0.5650124195615828,0.07038455788188913
12,1,159,0.47529842665664385,0.24690953577101366,0.10878483639443051,8.061834127022157,14.378394395003955,0.019106715982939188,0.2794193242793816,0.1532112651473172
13,26,278,0.20560137637029044,0.5390872512668655,0.09440718363449176,12.751532116669276,0.1494214002960075,0.006912541938520095,0.7678350083082823,0.05812299280378708
14,9,289,0.8756781305535033,0.9253407854525406,0.7782687309987891,15.38397062386048,1.5216033777581617,0.17816386325623562,0.615089818473923,0.06285126925433315
15,2,214,0.15266364590553808,0.38057623560812237,0.46172090890546413,58.45110627703359,29.579316487631775,0.010371171605915067,0.952210334680832,0.15742181071955808
16,15,405,0.06346295045527171,0.37362221196092327,0.003646446847317206,7.881004642364545,0.29768777695178034,0.012154048054998314,0.17781734745180205,0.13172275608808126
17,3,371,0.7741684396898758,0.48394626073601743,0.7028538256152812,64.90328915066951,485.9844051941514,0.02420465071691303,0.7193274332557571,0.5
18,4,269,0.345174954540478,0.831613062035011,0.053416935682928546,67.84956330209302,18.394628045423964,0.03669101332089068,0.7731973447830919,0.15177511206869598
19,5,356,0.28478949291018635,0.7204131040750288,0.05170354886329549,16.947823997828966,0.7412557445193448,0.08343290540677538,0.28445319234106836,0.09376738491689918
20,6,412,0.6830403479972317,0.28667115063501936,0.07735644832208477,41.38104653997498,324.82050612012256,1.6574485156236405,0.9617154452964061,0.5
21,13,420,0.4090789135864327,0.7973367230041787,0.012422981188058018,30.62643281665888,104.33970260226967,2.5007191737653254,0.9015141649913138,0.5
22,9,449,0.8973841270146387,0.14229724457557752,0.007796193547705935,2.5945568170155746,0.023727748717740294,235.1353266390226,0.8131323233638429,0.1516721035331583
