,0
0,0.22041211111819456
1,0.2055529213948744
2,0.2167820827489481
3,0.3725039446002805
4,0.67820996828382
5,0.5
6,0.0938822835649624
7,0.09525950688512048
8,0.24821327537294408
9,0.10499629446640317
10,0.5
11,0.10467096455437974
12,0.17790167187300782
13,0.26520065663649117
14,0.5031754032258065
15,0.1345766129032258
16,0.2059772647583833
17,0.1998545677674359
18,0.2748471965446895
19,0.15330031556802243
20,0.5
21,0.17349378028177992
22,0.1590719829784521
23,0.3082330581410174
24,0.5
25,0.21748832557694758
26,0.10467096455437974
27,0.17129366951421648
28,0.2558483679714395
29,0.3581300602448043
30,0.5
31,0.09919573983169705
32,0.1531437268902206
33,0.2740977224913936
34,0.5064012096774194
35,0.18774265268392204
36,0.2054872776679842
37,0.2326608918781079
38,0.3725039446002805
39,0.2242692528369247
40,0.5
41,0.2052121517595308
42,0.22236130147902586
43,0.3725039446002805
44,0.5064012096774194
45,0.5
46,0.10480225200816018
47,0.1803056865995155
48,0.22157786003442564
49,0.10148998310595436
