,0
0,0.17258462960601795
1,0.09388228356496264
2,0.10467096455437963
3,0.1319136092694123
4,0.17349378028177986
5,0.10075644683156959
6,0.09919573983169716
7,0.19163565440520203
8,0.15139794243274252
9,0.10148998310595425
10,0.8293200345849803
11,0.14690269189085803
12,0.20865999139359948
13,0.2148597873900293
14,0.3581300602448042
15,0.2639620919928598
16,0.1549761730205278
17,0.13376757140124962
18,0.1864373485911004
19,0.23344841737855404
20,0.1425521763037103
21,0.23260769954099192
22,0.11518412119087085
23,0.19740034903735815
24,0.1606563974244548
25,0.19979181276297342
26,0.13363090494708652
27,0.17434336350886137
28,0.14999541788856308
29,0.10047952792298864
30,0.173469176335586
31,0.3178776058268519
32,0.24190301064643638
33,0.19544936567639937
34,0.15412390029325496
35,0.12871649081983916
36,0.44942982595945424
37,0.1006197803774066
38,0.2192847124824685
39,0.2177526934846361
40,0.39052279899273223
41,0.19533600822389396
42,0.21850794498278714
43,0.21051554730332778
44,0.47922151918908573
45,0.15658907624633434
46,0.10117361819456838
47,0.22140662852224924
48,0.10145412310340429
49,0.12709840781588677
50,0.3909461462450594
