,rbf_C,rbf_gamma,y
0,478.5380177055222,0.0014813078169457123,0.015052015141424624
1,477.86088025361727,3.4462016200664385,0.27213304482547573
2,0.0010110206725639655,0.21211414566763645,0.07867619714662522
3,119.7295775065505,0.17352395371574733,0.001887929840582836
4,0.011060152161021013,0.4640164255721297,0.070784149275395
5,37.17028081747595,0.010646904057576519,0.01481085273574867
6,0.6206637793536586,170.28420620927005,0.5
7,0.486011813262775,0.008171151534619432,0.020258369585528735
8,4.471174463947481,0.21331483490288472,0.010836564951009486
9,0.12979275384987235,0.010457402026458475,0.019529954257454962
10,2.842153637169395,0.11774101601041405,0.023171365779991904
11,9.58896354191486,0.007471059565975544,0.018675274377473405
12,2.12938110942539,0.08747832617723937,0.02210391828732816
13,0.8688151515559679,2.854555854465572,0.2246582777091477
14,0.3826095698752852,0.007439317872889497,0.01929742721485006
15,0.09859486518586232,18.801010312916542,0.6051060591425703
16,0.04388479531280108,171.27643772120553,0.5
17,3.6839918423754137,281.61027611992773,0.5
18,342.7964669542835,0.039441874954002525,0.0001149425287355621
19,0.04237774662332503,4.6256716778090805,0.6242521533719356
20,0.1453532364000523,0.4901375875149847,0.04843045016499692
21,247.19378142296742,1.5686980049726214,0.1103154603424168
