,0
0,7.479995250701904
1,5.1213648319244385
2,59.25359129905701
3,5.058534622192383
4,124.35251426696777
5,6.046830415725708
6,10.056077718734741
7,4.1489577293396
8,6.064779043197632
9,47.84422540664673
10,192.11439847946167
11,78.14214944839478
12,46.76204586029053
13,1.5446746349334717
14,5.351667404174805
15,30.278098583221436
16,88.26207232475281
17,86.13465976715088
18,19.016207218170166
19,18.868511199951172
20,12.78685998916626
21,18.951330423355103
22,25.63348937034607
23,0.72735595703125
24,4.507944345474243
25,84.75343942642212
26,85.31053042411804
27,89.81496334075928
28,5.029552698135376
29,5.468341588973999
30,86.26040077209473
31,4.03318190574646
32,20.913124322891235
33,20.715598106384277
34,7.4999213218688965
35,97.58005118370056
36,21.48855710029602
37,1.3523623943328857
38,19.577666521072388
39,51.27093005180359
40,58.164631366729736
41,0.5195357799530029
42,63.51919674873352
43,3.5052871704101562
44,25.625504732131958
45,0.6779215335845947
46,20.72656273841858
47,8.946078062057495
48,20.01749062538147
49,54.933173418045044
50,12.67410659790039
51,6.897587299346924
52,6.762881278991699
53,2.423212766647339
54,3.7031490802764893
55,4.078119516372681
56,19.730235815048218
57,3.3106637001037598
58,1.9917097091674805
59,4.08210563659668
60,5.11117959022522
61,2.3807554244995117
62,22.59958839416504
63,44.791325092315674
64,20.604867219924927
65,1.1059317588806152
66,28.410025119781494
67,4.026233434677124
68,2.263946294784546
69,31.437950372695923
70,0.2861909866333008
71,11.377578735351562
72,13.112936019897461
73,2.979001522064209
74,2.3696630001068115
75,7.144917726516724
76,7.7851808071136475
77,19.31239604949951
78,3.0255684852600098
79,1.5657713413238525
80,4.910839796066284
81,12.747937679290771
82,2.8740289211273193
83,8.923138856887817
84,5.063479900360107
85,23.571964025497437
86,53.9686439037323
87,8.803457498550415
88,17.132184982299805
89,2.952723741531372
90,0.12142729759216309
91,22.395111083984375
92,18.242217540740967
93,97.8673346042633
94,20.880159854888916
95,26.06538462638855
96,2.5105459690093994
97,2.948086977005005
98,1.019465684890747
99,23.23486304283142
100,97.27891898155212
101,27.917332649230957
102,63.49021553993225
103,6.961384057998657
104,15.602272987365723
105,20.486261129379272
106,18.435722827911377
107,6.416818141937256
108,38.25676989555359
109,38.187910079956055
110,6.06378436088562
111,56.285470962524414
112,63.91909074783325
113,3.8679091930389404
114,13.67938780784607
115,28.156731367111206
116,2.7576255798339844
117,4.215747594833374
118,28.182658910751343
119,3.862579584121704
120,20.79146432876587
121,17.96697425842285
122,66.00962042808533
123,97.53616762161255
124,4.2217326164245605
125,3.5898866653442383
126,59.616567850112915
127,20.668727159500122
128,22.767083883285522
129,66.90212345123291
130,0.9176702499389648
131,24.044678449630737
132,88.22212839126587
133,38.85415863990784
