,dt_max_depth,dt_min_samples_leaf,y
0,2,1,0.32647105699349743
1,26,1,0.27626625653448933
2,24,5,0.23581169115772016
3,5,6,0.2578746573377535
4,32,11,0.2623107388754303
5,28,6,0.23640407847762335
6,11,17,0.2784491345786051
7,5,4,0.25066888865867654
8,15,7,0.25226047510518934
9,1,15,0.37250394460028047
10,30,9,0.25968000924391177
11,11,10,0.26153307487568533
