,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,1,265,0.5339001863943618,0.19357302809565163,0.4943514216882663,11.023687175693485,744.8663070742856,5.728005341518059,0.570965696013605,0.5
1,3,174,0.5643339855622974,0.46968341592603635,0.06260153305825168,1.8175781881681725,43.21900412046782,0.0015854202297892511,0.6511305675007474,0.44015981607803134
2,6,240,0.5622859863703563,0.8811440887617571,0.0028567332106283097,1.1373264016257403,61.974644159128324,0.10962172703207083,0.7904669692276992,0.5
3,10,151,0.03904579444969274,0.11680156318721292,0.002232700546797128,3.253513183213175,0.012432157739644933,0.18359303028019086,0.9543770891210922,0.21454342247864333
4,4,397,0.42389890370166733,0.9305534771718184,0.004813724508965261,82.89257166604484,0.34624472453361826,0.0038098665902054035,0.5007950490826093,0.5
5,2,183,0.5600672421935933,0.707467063043008,0.0014419469225846787,58.35054399334464,0.3104832869914911,0.0015017512911402618,0.9842482329394764,0.5256532497131199
6,10,211,0.9694912127054158,0.6870550796225052,0.440378230018691,30.084829203542732,2.4119698035475308,11.46390596651053,0.16467100641525156,0.5
7,9,306,0.41050713462956534,0.3221462896173485,0.08299934336460238,10.331330256599475,454.2252067672346,3.8082384236582087,0.7862306125319547,0.5
8,1,188,0.07179791540911924,0.34845760076178434,0.05329780369275023,1.4142277605464444,0.1050899298135253,0.02951325580649668,0.8477614074059289,0.17169669609843152
9,2,370,0.09781594730187751,0.5802755243718793,0.02335229242075071,55.62416192535056,1.672114323549226,0.01887816391303286,0.4109439275565411,0.5
10,6,76,0.056376884533405676,0.2391676384909072,0.012556117017690344,11.425617550325208,963.2693027282717,669.4925632361873,0.9051203476934399,0.5
11,1,133,0.2434314924681279,0.3590997294693046,0.21885294605292377,77.80638740265434,0.09153833417668214,0.8811924352452161,0.4673098741471644,0.5
12,1,329,0.55331534818116,0.1407685924173112,0.7360209909804674,64.61791783233994,393.35004915340505,2.9232162039251732,0.27478629399821936,0.5
13,18,423,0.3079065702350863,0.8701957888901118,0.06711397904532279,85.98262899214274,1.018942545774332,0.997973628325144,0.3623952153082236,0.5
14,15,459,0.2922451608851226,0.2605165879595396,0.036891312214975575,28.63519072164587,0.004111919757918897,40.91598760385125,0.4836009117312615,0.3763308045390794
15,45,91,0.7376016739434783,0.13319984166443272,0.0028891356759960956,85.87613165360982,0.0012603971331585841,0.10335390936389192,0.47892041320951595,0.5
16,2,498,0.9304017945377535,0.7677485771938425,0.003732236932722837,3.778862747336234,0.02413036832561557,0.00413528204091264,0.21934570711633528,0.20386590749713107
17,2,444,0.0905633120264389,0.662274281062216,0.6674020953789923,12.831607578476172,633.4485420810938,11.97087877093073,0.8791364155339296,0.5
18,8,216,0.8339429311973298,0.6880078141730576,0.046557098413147695,70.25461065178453,1.823419389531905,0.005870255409683753,0.8479320134938015,0.5
19,8,66,0.34852008761760256,0.3890864365334844,0.23510157137246226,121.58179073336038,0.012353905454193213,0.010660566775822099,0.38751269393631305,0.5
20,1,252,0.030603597944736195,0.1424314206148063,0.03498739654739492,14.465946806115436,0.4976743901286666,2.1988896673096563,0.7621505545868336,0.2462149767308427
21,12,181,0.22246493937793202,0.6205360075117268,0.28922865797330677,3.2890544364939602,0.12370098355622984,0.007510738368493776,0.3938519528350416,0.1562507968889456
22,1,272,0.43169305683677167,0.5299083987386091,0.011505646421864708,2.586985330018086,33.59986108553918,47.69109406378956,0.4778126707765672,0.4201503330995793
23,27,354,0.12156682464712924,0.7127235356499776,0.010176940999675728,22.724170897257835,0.02438151947489526,147.95494018967514,0.6970209384145712,0.25598204609205655
24,1,487,0.9365003548581143,0.23751337772691045,0.08408812246495877,49.62579706556952,70.14463306389361,0.8261448741926615,0.35970023653602157,0.5
25,2,364,0.5312080008139138,0.9034866017784438,0.6036022777153147,44.52928537761547,229.68622244320954,1.3528952222517874,0.16369454953323903,0.5
26,23,285,0.7711897617902236,0.7815127310128777,0.07413962385298119,1.9994298746188337,0.01645681646832952,0.05381061883623459,0.8949850964307283,0.1074397551957158
27,44,99,0.09070711402570183,0.9661965687100815,0.6955958581668076,7.794670602374349,154.85459961154038,178.72705975459527,0.9289878969706898,0.5
28,4,415,0.01995471172723638,0.6616800539523624,0.003698741540686553,41.08485885634976,0.04049712599634408,2.45309133941928,0.7431168653088194,0.37701234380976667
29,1,68,0.816464368908766,0.9346421610766448,0.002157903138918517,2.2228509752923755,0.00420404652609716,28.277021705170842,0.8289981050834643,0.28311352479918406
30,2,419,0.9377117405739694,0.3849306889029157,0.8530891592950952,1.9355241596201551,0.15000706035821304,0.26357837466466005,0.45579622846211754,0.15608683698839732
