,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,2,227,0.565149909760626,0.6620873216661215,0.032655945401273624,10.657579741050029,0.014803922202055172,182.7205605872043,0.34606222784251667,0.25935199509228635
1,1,481,0.7450658783552452,0.7539795686377148,0.004305468654042629,2.4798291115044258,0.7154250298965378,0.1991967506897381,0.5543068440622181,0.20717953163341518
2,2,349,0.04876841329627669,0.784240957748759,0.00403769451891488,35.63948474638921,0.015058675748793384,0.7155419875773202,0.5857482408969954,0.2798950442761122
3,8,403,0.948798370210603,0.5904184264897425,0.8502297157638588,1.1162342141280501,0.0024439670660538104,0.44576734714477056,0.6668433401107519,0.1876973754400939
4,1,129,0.4254103872666947,0.9115298089193007,0.7118348080708685,2.7099198306812977,0.008619812950108175,3.8499644621541638,0.150835859963031,0.22971700629467628
5,43,181,0.4240170657978318,0.27719670334350566,0.004913108446798956,13.03067736495167,3.4246619758848826,53.721527715368694,0.8384841625131282,0.34066200789501755
6,1,432,0.6156969396508825,0.5787431467480176,0.2795650649201387,4.046735847450133,0.013239670556557996,0.7620088896040089,0.638939836852403,0.16698695721753976
7,7,286,0.6551714028545351,0.8459251255286718,0.05930646066944848,1.753287108034761,47.94687650999698,861.2834400671906,0.6102456681593826,0.3247919556171983
8,1,332,0.22207403284606375,0.8831217057772683,0.006500915823517674,45.74062002921662,17.70936222113683,0.007066394401142479,0.12802591437877026,0.5
9,8,141,0.5605975252376767,0.9601299101576444,0.0034997175865768997,6.894864873406504,0.46076887523092797,0.6003097294698909,0.3341522295901952,0.20439293715992746
10,29,387,0.6714117231428764,0.3855833250655407,0.009288334585136592,39.426442523722066,853.3937800238917,2.06772528372652,0.7582589966647036,0.5
11,15,115,0.9092625051664914,0.3530130771756812,0.0011400725234914305,9.450625024544182,0.0026558014438574197,498.1755271765482,0.531264153674118,0.5
12,3,188,0.4023025991637483,0.7091133051640275,0.02983830801772808,1.0087045004703148,17.440029038796844,14.649810751691788,0.7287442152776419,0.19580777232476265
13,2,210,0.2762186705831389,0.5732590858802833,0.025960993131075572,5.8438368168485155,1.9637165223931499,0.023637378154582035,0.34571267268341527,0.2090832710978342
14,1,429,0.1741360897429584,0.9206424040458661,0.05945600675667741,25.770997475320875,0.024120764071478933,90.11608276289915,0.8609413225408016,0.2423690387282621
15,6,364,0.054225706487134574,0.7496368176316178,0.004275752861698613,6.417259367243713,0.010939079662309439,1.4863030292224544,0.21721929477730212,0.2641330150432093
16,1,477,0.8579123294752984,0.3910845404032526,0.0009996259575650506,84.38009898544985,3.8700200085205205,23.563002863386746,0.6241757825276271,0.5
17,19,306,0.6766830953821402,0.6144474305792418,0.309532816906121,41.604087084225306,0.30691516320700846,0.18617792401854977,0.5941038579636068,0.26900005334471344
