,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,1,154,0.09870258778786226,0.6762864368491143,0.0036753000423868087,39.13500005436173,0.16856709311314652,0.0021678996847956824,0.9931453509998394,0.28455370234604094
1,5,224,0.3371998633542374,0.94138217235725,0.0027914131396297916,63.12205589311948,0.00782825133308101,51.11751937346369,0.9081307782066168,0.5
2,11,257,0.44890148169192046,0.42321977789699294,0.04012813174644505,2.4169045157031084,764.909612008115,5.674944559669976,0.6541248117739703,0.5
3,7,367,0.44283569534807915,0.28609770171887766,0.03573263286407212,55.714034165354335,0.009232459955328055,0.004855394409620154,0.6604070006015249,0.5
4,38,337,0.5291696578091213,0.7496794269236045,0.379102928681906,42.4635283731961,15.408606574429397,2.183140766800327,0.24798385458433275,0.5
5,47,149,0.31114010260592,0.2667640078876976,0.8652795247595929,34.02161841954567,0.0029375236783603016,1.1802979302515146,0.5265352353573427,0.5139551192145863
6,20,232,0.9936080215321758,0.7094868659451721,0.7820947244737425,63.98849045471214,0.00570891806539746,168.99805997137372,0.3092136383076716,0.5
7,10,323,0.41844504536915855,0.7202748262886006,0.06297224463873226,12.718152224351613,0.004181425255905108,0.010603392426977144,0.12104167807490729,0.5
8,1,492,0.9561321395194063,0.898781591207972,0.010902550239662433,33.96477946739031,1.6067290097797617,2.12825665622149,0.9787764382204261,0.2435193006502614
9,2,269,0.46906948563535855,0.700054299483524,0.030489999327923067,2.033466611980274,841.7050918969413,0.0035278709104274025,0.5969803283008228,0.5
10,1,207,0.0388292424491141,0.24447980954161072,0.6098951009443132,46.709624192758554,0.003040841190801738,0.009387065693834865,0.8979022113020569,0.3640775412788474
11,38,339,0.2923836303877916,0.9738747298876274,0.03463564693181343,43.140970274125074,0.3752058000598034,0.0060787097638522495,0.4873415263074262,0.5
12,43,146,0.36281347994498914,0.44505240679850666,0.30237530902429544,14.717426791269373,0.9860004633370024,0.05204200373922908,0.7782930282600952,0.1554935531684304
13,2,471,0.5842039974958095,0.369329989375608,0.053055124195350044,106.79825244674971,0.17505020511365296,0.002721494616030023,0.4756717326388167,0.5
14,4,210,0.15189244925197276,0.3307756603239086,0.04429850229933792,113.40229023863634,915.6961091994258,3.7828747687535444,0.8030084981538883,0.5
15,7,341,0.8387734307014864,0.23600462835001154,0.44472801695170044,106.12027726698041,0.001275199308852509,4.725041841084651,0.8432928887751109,0.5
16,48,404,0.24282350023051794,0.3564994599829826,0.010730704936403053,35.18834438082788,0.006242754716326415,0.005146589283664952,0.6866758546456424,0.30405078573250033
17,16,369,0.04286172042624012,0.2666396123831806,0.03842823599521524,49.70740174792364,0.7521911271120093,0.02912150695785352,0.21892368995287476,0.5
18,7,316,0.6290589473960794,0.7839872575934658,0.002560139684558604,4.389336803835025,0.642847646007026,37.52766622413346,0.6837649464448052,0.21505741584852733
19,1,130,0.5093472666752414,0.21135455136578024,0.004385166114715255,12.055346508563927,444.9816270477467,0.01347062319021545,0.5022185078840506,0.5
20,4,248,0.4503775564585756,0.4872155548589876,0.016140501828064393,103.19356253055577,0.8202620008184269,0.04752434678989938,0.19253862564952912,0.5
