,0,1,2,3,4,5,6,7,8,y
0,0.0,0.5888888888888889,0.607532175257802,0.24239998962730172,0.8456894652917981,0.2625605845823884,0.6753896083682775,0.3766634128987789,0.7314463797956705,0.22041211111819456
1,0.4974178695665277,0.10666666666666667,0.46010473370552063,0.7888913750648499,0.30571970343589777,0.741738498210907,0.15473951399326327,0.9467698931694031,0.17087703943252563,0.5
2,0.7242322808748767,0.94,0.8083399534225464,0.3146454095840455,0.1055188998579979,0.7987022399902344,0.9248547554016113,0.5877125859260559,0.41085100173950195,0.5
3,0.35436764027111584,0.4888888888888889,0.12745720148086548,0.6541403532028198,0.551757276058197,0.19779162108898163,0.40515321493148804,0.016705796122550954,0.9758759140968323,0.1345766129032258
4,0.17718382013555792,0.8044444444444444,0.3303726613521576,0.5989869236946107,0.6711901426315308,0.46649488806724554,0.7919274568557739,0.6751110553741455,0.32211351394653326,0.5
5,0.9492715307531483,0.24888888888888888,0.7299363017082214,0.4323435425758362,0.24193777143955228,0.5379875898361206,0.25684481859207153,0.2457059621810913,0.759895384311676,0.21748832557694758
6,0.588591910067779,0.6711111111111111,0.007738661952316763,0.9681130647659302,0.40892496705055237,0.969434678554535,0.5414866805076599,0.3546944856643676,0.5004206895828247,0.5
7,0.0,0.14666666666666667,0.9363632202148438,0.0007232483476400344,0.9944449663162231,0.02724303863942623,0.007408621720969698,0.7851526737213135,0.0659957602620125,0.18774265268392204
8,0.0,0.9066666666666666,0.09163554757833481,0.463798075914383,0.3669041693210602,0.16515071690082553,0.8589779734611511,0.7131584286689758,0.281012237071991,0.5
9,0.6556580454415859,0.41555555555555557,0.973560094833374,0.5049188137054443,0.7961703538894653,0.8303667306900026,0.31492125988006586,0.14311297237873075,0.8400708436965942,0.5
