,0,1,y
0,0.0,0.5789473684210527,0.3725039446002805
1,0.8123811710560552,0.10526315789473684,0.24821327537294408
2,0.5315514604066737,0.8947368421052632,0.26520065663649117
3,0.35436764027111584,0.3157894736842105,0.2748471965446895
4,0.17718382013555792,0.9473684210526315,0.3082330581410174
5,0.6351973509204972,0.47368421052631576,0.2558483679714395
6,0.9841832720226257,0.7368421052631579,0.2740977224913936
7,0.0,0.15789473684210525,0.3725039446002805
8,0.0,0.7894736842105263,0.3725039446002805
9,0.9160270615698787,0.2631578947368421,0.22157786003442564
