,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,21,223,0.9732205299244193,0.7108535126522694,0.22272209895862868,1.3590322772548986,324.69940545699876,0.012551700995576863,0.9437485363563423,0.5
1,1,292,0.7306300933102183,0.41414149689948665,0.40948766583121593,36.914617981076326,0.516623270560876,0.003217519388446544,0.20675245309159027,0.5
2,24,173,0.8804508507542619,0.8156714912853399,0.04224935954582901,10.666025274636493,0.9851358794328813,8.888222477139673,0.6653366478086844,0.1785128856942496
3,1,68,0.3128313540403867,0.6057985141806349,0.046099633946487806,1.8509286995287515,0.09664493920042734,1.104294841019083,0.8002684461973356,0.22912639057120998
4,1,440,0.024172917248742785,0.9149061789633895,0.0014722204907262869,2.377594662824244,0.009994981299805982,0.20928496976829558,0.6035758689815075,0.2215757682009436
5,1,55,0.9345990789974843,0.6228470154586415,0.1505681199994214,5.483754551999089,5.410682119806454,33.33219473174572,0.6459007952376415,0.2505435778719879
6,19,400,0.06932965654789343,0.28892579529697404,0.0392813374163034,9.823885106437471,106.80198910633894,0.006200793099925556,0.828722303527778,0.5
7,1,170,0.2655886964640248,0.4971743706366478,0.7578854068225843,9.080324147169952,530.5912731380395,107.88273052668437,0.7578357799347397,0.5
8,3,135,0.5559708431865424,0.5733036666235508,0.010359916731122817,1.304387228723164,0.001686999542618679,0.16545897453877298,0.19433130882462984,0.17620609141909982
9,47,145,0.8729614320792873,0.7023801936134155,0.15539991610859882,1.120258711720227,0.01967236063840722,17.729244675083855,0.38892341063896785,0.13848395862552587
10,1,300,0.7035006921629503,0.14276068014090057,0.6102569343101027,1.6137978340214973,53.664449453244394,124.73213127580759,0.6478266899615716,0.5
11,8,134,0.841723192197743,0.6970002412240058,0.008736127670824616,39.678664032738965,0.010145756625270962,706.110496853406,0.565826886858115,0.5
12,10,449,0.39840766606400385,0.8591841785002621,0.0518911185719534,79.44318420077613,184.06471828906027,0.0012717981991792482,0.21892617860858146,0.5
13,29,258,0.6861634553485934,0.7189297999563216,0.01421058211072427,4.9484177976508095,0.018052056043979362,0.010218088619947415,0.16914019711989364,0.21818420884865497
14,5,446,0.11323693946795753,0.22243732953248307,0.8436728293534551,8.603559550571752,426.3498375103639,0.0031848983870518452,0.10928723779844483,0.5
15,44,362,0.27064299386222684,0.7417001881037025,0.2322075343417929,1.4525438723448882,911.2916747591516,230.8537625777846,0.8113544988116547,0.5
16,6,81,0.22661155234145586,0.864625093766898,0.12744883298591814,51.56562673665484,0.0034935394033342327,0.012225685971403902,0.8900443765670473,0.5157457286752518
17,11,159,0.11165745187547751,0.7368788306889946,0.7593981004649618,3.613300600039462,0.0579457952878677,0.01016530512178209,0.10212830736419636,0.32167358631901055
18,39,160,0.20394448560903325,0.5582193842726001,0.11127905952736478,2.8286188360881828,1.6647894888242403,0.01601292691061908,0.9840184002613367,0.1253145719112585
19,8,104,0.9418737183564142,0.8608721003516753,0.010563943971231152,101.76007956783911,12.283961249109227,0.05291130082311732,0.687587269124531,0.5
