,rbf_C,rbf_gamma,y
0,5.776307851436248,0.02932926286245669,0.32557478928838157
1,412.65133109420543,351.25599999786664,0.2658353782140189
2,0.112233618961522,0.29460120602553846,0.2289381734770084
3,412.97953251035295,0.04622068672562914,0.25897391443507956
4,0.3256350948837739,0.10023691251542109,0.2377067107649632
5,0.0368868346024028,48.7726236852145,0.19024258508481817
6,0.9743664422553616,0.04467805078807861,0.28446735303531434
7,1003.8727609868271,2.5438783077442304,0.15449429211565135
8,0.5676657501317498,0.0019606962736069124,0.3485530246452576
9,29.873813532715364,0.0017941562106552286,0.35672410114157693
10,0.0051715725897563585,0.7878467025546108,0.19733809879440956
11,0.6227507620529135,0.7422478039352537,0.19395070948469006
12,0.12856260467518377,0.05517476738403052,0.29513896297876874
13,0.0018958545621213679,0.8947716511462576,0.2538354849034461
14,18.84506294646913,51.41088510514782,0.19090806038621577
15,12.081739031194166,360.28715841488923,0.27220473701056214
