,linear_C,y
0,0.0026438451788635916,0.3955403819481489
1,0.019932412551889944,0.30223247626160255
2,0.008794103141470043,0.30502240477968623
3,0.1425144890267731,0.2937439987197268
4,2.206651889215333,0.3057492265016537
5,31.065988034941025,0.26281206657420253
6,0.8299853690136019,0.2872479462285288
7,19.810772503123104,0.27899018457270885
8,0.007301299593528179,0.28035580923930437
9,36.55859972971429,0.254540968739998
10,714.6735431959934,0.25987410647604814
11,0.00549251356764692,0.28772271417902484
12,102.59801236573726,0.23739464419076073
13,97.15221460886208,0.23791342152992634
14,6.705575115508042,0.3305438493545291
15,0.21261214410880178,0.3113104128880828
16,15.270769695896323,0.2881628080657207
17,1.1463904590563658,0.299254507628294
