,XGB_max_depth,XGB_n_estimators,colsample_bylevel,colsample_bytree,eta,min_child_weight,reg_alpha,reg_lambda,subsample,y
0,6,320,0.034436585902618985,0.43054311324636874,0.1877573847024855,117.3028964227546,22.67795469284453,0.006229731271984509,0.19078804150490786,0.5
1,6,112,0.45200677703226344,0.8218363275305611,0.0744864688524377,28.273766942931505,30.813816861872613,546.0154073250891,0.9393242789728381,0.14374493670866573
2,25,496,0.9743344598866394,0.9844888981075084,0.12910708129364087,3.507976653394711,156.65394306024547,1.665248055603785,0.6989627276765084,0.5
3,2,368,0.12021057305848663,0.2725300032176816,0.3894962246649003,4.0957405335467305,0.0012424746217233494,223.51647570197701,0.5875053458377583,0.08401041712400747
4,13,225,0.36482437736878426,0.8926643448831167,0.019577863907156823,4.54615853343623,781.4062422411039,0.28445548748621036,0.23373424964719705,0.5
5,12,184,0.51476094626387,0.6933387381330772,0.19573627808910007,99.68623293094879,0.0022416162287859005,28.709103501837323,0.4967982150099354,0.5
6,1,347,0.48195076967105,0.4157576615813928,0.26222366285640014,32.931814961599365,50.61971543293149,0.3321807608181248,0.19015102501001702,0.5
7,5,138,0.8735937077623698,0.2217382349480443,0.003057814782058859,73.17386449930174,54.472367216904914,0.2141304046056161,0.5030778958754091,0.5
8,1,333,0.8514947451961294,0.33963205423123843,0.6457968928069043,6.699857498848549,0.004084806738709316,15.14786441755215,0.965826068946437,0.02279494798524373
9,1,227,0.9058597264737269,0.12051660187966762,0.007919531803981302,16.639442048683954,9.059472546463127,0.024540830005896075,0.32262902896384427,0.17294949795350123
10,6,122,0.5563843004401394,0.8022189399346435,0.9712278145387956,6.887044162018523,0.013469440871939877,41.7055549881529,0.13646644361769178,0.08863832432824625
11,4,430,0.04255047702371633,0.33428653028951116,0.08551146604815511,35.16778732055966,0.006508986200689305,0.22427740170497432,0.41072803432321003,0.1296126287505599
12,6,307,0.9522583992107054,0.6340581411647668,0.016375848426538157,52.39176288545852,469.1515986688143,0.0025274257813263073,0.1414232860919703,0.5
13,1,210,0.4474602220434806,0.14468209299926285,0.39170054822964073,31.618106453657806,0.00927624019808028,0.9894921500561936,0.6243129419783787,0.09473818081376528
14,50,255,0.9054385459186516,0.5331377046971568,0.0016534457361194277,1.4031013315706198,31.83502669201217,0.039102410753741434,0.6836399207757088,0.14789356219856908
15,1,144,0.36541738292331466,0.248353389013622,0.015522164915587855,26.973264635587054,6.661529819042367,2.7082208013647744,0.10650586552289351,0.5
