,dt_max_depth,dt_min_samples_leaf,y
0,4,11,0.2038995467570518
1,2,9,0.35242478102718844
2,6,17,0.21319677871148457
3,36,19,0.22165661114030388
4,11,13,0.19881050377033616
5,1,13,0.4411811799459926
6,16,3,0.20184228723662367
7,13,8,0.1767467688829918
8,5,6,0.2000659267721827
9,9,5,0.18677442095465469
10,4,15,0.21314751589466008
11,7,3,0.19918187753020145
12,5,9,0.20715288840609114
13,16,6,0.17941180822546254
14,1,19,0.4411811799459926
15,1,6,0.4411811799459926
