,0
0,0.07995530308036969
1,0.008039584639883635
2,0.5
3,0.17636250446942225
4,0.14560730919437026
5,0.015052015141424624
6,0.02838260982223839
7,0.27213304482547573
8,0.08049404428768148
9,0.2552128508005522
10,0.07867619714662522
11,0.28191223571868373
12,0.001887929840582836
13,0.1441650437329418
14,0.070784149275395
15,0.28266550380807876
16,0.01481085273574867
17,0.2820535380186282
18,0.5
19,0.5
20,0.020258369585528735
21,0.010836564951009486
22,0.23618909569547453
23,0.16564224386339266
24,0.2434521040446096
25,0.17944268517504347
26,0.27730554873877167
27,0.2013804930760733
28,0.09075456886268785
29,0.21619855581235958
30,0.18846819184694164
31,0.19310486478042788
32,0.15035574676441532
33,0.28058191917805453
34,0.4411811799459926
35,0.5
36,0.1540557880194371
37,0.14960233540702217
38,0.1713494709328488
39,0.028330861960359166
40,0.27728555303219016
41,0.019529954257454962
42,0.023171365779991904
43,0.018675274377473405
44,0.02404160140655287
45,0.21319677871148457
46,0.02210391828732816
47,0.003562851747969553
48,0.2246582777091477
49,0.17941180822546254
50,0.22010912573245767
51,0.2330931358684375
52,0.01929742721485006
53,0.21855342764064878
54,0.0022242922907489415
55,0.0019944072332777063
56,0.5
57,0.02737019341641944
58,0.27998372098110547
59,0.15121374684174926
60,0.6051060591425703
61,0.19453163014642139
62,0.012409610217072542
63,0.02572619505922591
64,0.5
65,0.10554088021393448
66,0.026082247616090015
67,0.5
68,0.5
69,0.16142486995348104
70,0.15129596264618161
71,0.0001149425287355621
72,0.0035280206786557633
73,0.13913811474102933
74,0.5
75,0.5
76,0.14469787359479902
77,0.17632100546867824
78,0.14923799371808344
79,0.14425118169139728
80,0.024248215042492638
81,0.15004401331560513
82,0.04138568654101893
83,0.029387603636295778
84,0.1414064985285759
85,0.6242521533719356
86,0.04843045016499692
87,0.5
88,0.20438295820995722
89,0.1503704694769068
90,0.026676636886949767
91,0.15049605273556388
92,0.17898351817215907
93,0.277974915313978
94,0.24019292653540536
95,0.22010912573245767
96,0.026127311563683975
97,0.1103154603424168
98,0.35242478102718844
99,0.006942958616653727
