,0
0,4.285539150238037
1,0.060837745666503906
2,0.04986572265625
3,0.963423490524292
4,3.226372241973877
5,2.554169178009033
6,0.05884265899658203
7,1.2656152248382568
8,3.471226692199707
9,2.3816306591033936
10,2.9620792865753174
11,0.05784487724304199
12,0.043881893157958984
13,0.023936033248901367
14,0.02693343162536621
15,0.025743961334228516
16,0.02493572235107422
17,1.2277157306671143
18,0.06283164024353027
19,2.984020471572876
20,0.057845354080200195
21,0.041907310485839844
22,3.058882236480713
23,0.06183505058288574
24,0.04587745666503906
25,3.0957226753234863
26,0.056847333908081055
27,0.04787158966064453
28,2.587611436843872
29,2.518265724182129
