,ID,RF,RS
0,6,485.32281160354614,248.16934037208557
1,11,41.01129221916199,29.00224232673645
2,12,532.4199979305267,436.46411514282227
3,14,279.4753224849701,211.77870869636536
4,15,31.60155987739563,31.278647661209106
