,ID,RF,RS
0,6,0.19814814814814818,0.20777777777777773
1,11,0.2615887062789718,0.26900284450063205
2,12,0.19398148148148142,0.19953703703703718
3,14,0.30925925925925923,0.3106481481481481
4,15,0.1865079365079364,0.1878412698412698
