,0
0,1.9009156227111816
1,4.4301533699035645
2,0.13862848281860352
3,4.702425241470337
4,0.9005916118621826
5,1.3404152393341064
6,2.4683988094329834
7,0.13563776016235352
8,0.08078408241271973
9,1.4620885848999023
10,0.1685490608215332
11,1.1190104484558105
12,0.15558433532714844
13,2.6558971405029297
14,0.15857648849487305
15,2.770590305328369
16,1.43516206741333
17,3.3440568447113037
18,0.1466081142425537
19,0.09970641136169434
20,0.0778188705444336
21,3.3799335956573486
22,1.19380784034729
23,2.658888101577759
24,3.962404251098633
25,0.13065028190612793
26,0.09576559066772461
27,0.7519676685333252
28,0.1575789451599121
29,0.07878899574279785
