,0
0,0.8846344947814941
1,2.876307725906372
2,0.1296532154083252
3,1.3733272552490234
4,1.0521862506866455
5,0.13464021682739258
6,3.4058923721313477
7,0.12865519523620605
8,0.07183003425598145
9,0.06084179878234863
10,0.07180666923522949
11,0.06083369255065918
12,0.0718080997467041
13,1.2027616500854492
14,1.6645493507385254
15,2.8812944889068604
16,0.13065028190612793
17,4.451097249984741
18,0.8806445598602295
19,0.12067723274230957
20,1.2696056365966797
21,0.1356363296508789
22,2.854367256164551
23,4.020249366760254
24,0.1107034683227539
25,0.07183623313903809
26,1.5767555236816406
27,2.0744524002075195
28,0.12666082382202148
29,4.791187763214111
