,0
0,0.08904255319148935
1,0.2394326241134752
2,0.10475177304964534
3,0.09007092198581579
4,0.2095079787234042
5,0.21321808510638296
6,0.08765957446808503
7,0.21953457446808522
8,0.09344858156028357
9,0.09617907801418435
10,0.24300975177304962
11,0.5
12,0.48083333333333333
13,0.2043794326241135
14,0.09633865248226958
15,0.09344858156028357
16,0.42996010638297877
17,0.23382978723404246
18,0.09717198581560282
19,0.10474290780141848
20,0.0954875886524823
21,0.09773049645390086
22,0.21523492907801423
23,0.5
24,0.09555851063829779
25,0.2067287234042553
26,0.5
27,0.08680851063829798
28,0.09344858156028357
29,0.0967553191489362
